地區,項目,欄位名稱,數值,資料時間日期,資料週期,郵遞區號,機關代碼,電子郵件,行動電話,市話,縣市別代碼,行政區域代碼
臺中市,初婚人數按性別、年齡及教育程度分暨其結婚年齡中位數(按發生日期)-初婚人數(單位:人),國中畢業_女_40~44歲,53,2014-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,初婚人數按性別、年齡及教育程度分暨其結婚年齡中位數(按發生日期)-初婚人數(單位:人),國小畢業以下_女_40~44歲,14,2014-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,初婚人數按性別、年齡及教育程度分暨其結婚年齡中位數(按發生日期)-初婚人數(單位:人),碩士畢業_女_45~49歲,5,2014-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,初婚人數按性別、年齡及教育程度分暨其結婚年齡中位數(按發生日期)-初婚人數(單位:人),大學畢業_女_45~49歲,22,2014-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,初婚人數按性別、年齡及教育程度分暨其結婚年齡中位數(按發生日期)-初婚人數(單位:人),專科畢業_女_45~49歲,6,2014-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,初婚人數按性別、年齡及教育程度分暨其結婚年齡中位數(按發生日期)-初婚人數(單位:人),高中畢業_女_45~49歲,27,2014-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,初婚人數按性別、年齡及教育程度分暨其結婚年齡中位數(按發生日期)-初婚人數(單位:人),國中畢業_女_45~49歲,16,2014-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,初婚人數按性別、年齡及教育程度分暨其結婚年齡中位數(按發生日期)-初婚人數(單位:人),國小畢業以下_女_45~49歲,8,2014-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,初婚人數按性別、年齡及教育程度分暨其結婚年齡中位數(按發生日期)-初婚人數(單位:人),碩士畢業_女_50~54歲,1,2014-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,初婚人數按性別、年齡及教育程度分暨其結婚年齡中位數(按發生日期)-初婚人數(單位:人),大學畢業_女_50~54歲,2,2014-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,初婚人數按性別、年齡及教育程度分暨其結婚年齡中位數(按發生日期)-初婚人數(單位:人),專科畢業_女_50~54歲,8,2014-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,初婚人數按性別、年齡及教育程度分暨其結婚年齡中位數(按發生日期)-初婚人數(單位:人),高中畢業_女_50~54歲,20,2014-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,初婚人數按性別、年齡及教育程度分暨其結婚年齡中位數(按發生日期)-初婚人數(單位:人),國中畢業_女_50~54歲,5,2014-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,初婚人數按性別、年齡及教育程度分暨其結婚年齡中位數(按發生日期)-初婚人數(單位:人),國小畢業以下_女_50~54歲,6,2014-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,初婚人數按性別、年齡及教育程度分暨其結婚年齡中位數(按發生日期)-初婚人數(單位:人),大學畢業_女_55~59歲,1,2014-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,初婚人數按性別、年齡及教育程度分暨其結婚年齡中位數(按發生日期)-初婚人數(單位:人),專科畢業_女_55~59歲,2,2014-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,初婚人數按性別、年齡及教育程度分暨其結婚年齡中位數(按發生日期)-初婚人數(單位:人),高中畢業_女_55~59歲,3,2014-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,初婚人數按性別、年齡及教育程度分暨其結婚年齡中位數(按發生日期)-初婚人數(單位:人),國中畢業_女_55~59歲,4,2014-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,初婚人數按性別、年齡及教育程度分暨其結婚年齡中位數(按發生日期)-初婚人數(單位:人),國小畢業以下_女_55~59歲,6,2014-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,初婚人數按性別、年齡及教育程度分暨其結婚年齡中位數(按發生日期)-初婚人數(單位:人),高中畢業_女_60~64歲,2,2014-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,初婚人數按性別、年齡及教育程度分暨其結婚年齡中位數(按發生日期)-初婚人數(單位:人),國中畢業_女_60~64歲,1,2014-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,初婚人數按性別、年齡及教育程度分暨其結婚年齡中位數(按發生日期)-初婚人數(單位:人),國小畢業以下_女_60~64歲,3,2014-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,初婚人數按性別、年齡及教育程度分暨其結婚年齡中位數(按發生日期)-初婚人數(單位:人),高中畢業_女_65歲以上,1,2014-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,初婚人數按性別、年齡及教育程度分暨其結婚年齡中位數(按發生日期)-初婚人數(單位:人),國小畢業以下_女_65歲以上,2,2014-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,初婚人數按性別、年齡及教育程度分暨其結婚年齡中位數(按發生日期)-初婚年齡中位數_女(單位:歲),博士畢業,33.5,2014-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,初婚人數按性別、年齡及教育程度分暨其結婚年齡中位數(按發生日期)-初婚年齡中位數_女(單位:歲),碩士畢業,31,2014-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,初婚人數按性別、年齡及教育程度分暨其結婚年齡中位數(按發生日期)-初婚年齡中位數_女(單位:歲),大學畢業,29.3,2014-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,初婚人數按性別、年齡及教育程度分暨其結婚年齡中位數(按發生日期)-初婚年齡中位數_女(單位:歲),專科畢業,31.6,2014-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,初婚人數按性別、年齡及教育程度分暨其結婚年齡中位數(按發生日期)-初婚年齡中位數_女(單位:歲),高中畢業,28,2014-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,初婚人數按性別、年齡及教育程度分暨其結婚年齡中位數(按發生日期)-初婚年齡中位數_女(單位:歲),國中畢業,26.4,2014-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,初婚人數按性別、年齡及教育程度分暨其結婚年齡中位數(按發生日期)-初婚年齡中位數_女(單位:歲),國小畢業以下,30.1,2014-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,初婚人數按性別、年齡及教育程度分暨其結婚年齡中位數(按發生日期)-初婚年齡中位數_女(單位:歲),教育程度別,29.3,2014-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
